sample_idx,label,word,language,digit,speaker,trial,original_filename,speaker_gender,speaker_age,speaker_height
309,15,fuenf,german,5,8,0,lang-german_speaker-08_trial-0_digit-5.flac,male,21,182
310,4,four,english,4,2,1,lang-english_speaker-02_trial-1_digit-4.flac,female,23,158
311,19,neun,german,9,1,2,lang-german_speaker-01_trial-2_digit-9.flac,male,22,195
312,4,four,english,4,8,2,lang-english_speaker-08_trial-2_digit-4.flac,male,21,182
313,0,zero,english,0,9,2,lang-english_speaker-09_trial-2_digit-0.flac,male,32,183
314,2,two,english,2,11,2,lang-english_speaker-11_trial-2_digit-2.flac,female,31,163
315,19,neun,german,9,1,2,lang-german_speaker-01_trial-2_digit-9.flac,male,22,195
316,18,acht,german,8,0,0,lang-german_speaker-00_trial-0_digit-8.flac,male,24,180
317,16,sechs,german,6,3,1,lang-german_speaker-03_trial-1_digit-6.flac,female,23,174
318,14,vier,german,4,1,2,lang-german_speaker-01_trial-2_digit-4.flac,male,22,195
319,4,four,english,4,3,0,lang-english_speaker-03_trial-0_digit-4.flac,female,23,174
320,18,acht,german,8,0,0,lang-german_speaker-00_trial-0_digit-8.flac,male,24,180
321,5,five,english,5,1,0,lang-english_speaker-01_trial-0_digit-5.flac,male,22,195
322,16,sechs,german,6,11,3,lang-german_speaker-11_trial-3_digit-6.flac,female,31,163
323,16,sechs,german,6,11,3,lang-german_speaker-11_trial-3_digit-6.flac,female,31,163
324,12,zwei,german,2,9,2,lang-german_speaker-09_trial-2_digit-2.flac,male,32,183
325,8,eight,english,8,9,2,lang-english_speaker-09_trial-2_digit-8.flac,male,32,183
326,4,four,english,4,0,1,lang-english_speaker-00_trial-1_digit-4.flac,male,24,180
327,18,acht,german,8,6,1,lang-german_speaker-06_trial-1_digit-8.flac,female,35,163
328,12,zwei,german,2,2,1,lang-german_speaker-02_trial-1_digit-2.flac,female,23,158
329,7,seven,english,7,11,2,lang-english_speaker-11_trial-2_digit-7.flac,female,31,163
330,15,fuenf,german,5,10,1,lang-german_speaker-10_trial-1_digit-5.flac,female,25,160
331,11,eins,german,1,2,2,lang-german_speaker-02_trial-2_digit-1.flac,female,23,158
332,8,eight,english,8,1,0,lang-english_speaker-01_trial-0_digit-8.flac,male,22,195
333,7,seven,english,7,8,2,lang-english_speaker-08_trial-2_digit-7.flac,male,21,182
334,3,three,english,3,1,0,lang-english_speaker-01_trial-0_digit-3.flac,male,22,195
335,7,seven,english,7,0,1,lang-english_speaker-00_trial-1_digit-7.flac,male,24,180
336,14,vier,german,4,7,2,lang-german_speaker-07_trial-2_digit-4.flac,male,56,175
337,6,six,english,6,3,0,lang-english_speaker-03_trial-0_digit-6.flac,female,23,174
338,10,null,german,0,1,3,lang-german_speaker-01_trial-3_digit-0.flac,male,22,195
339,6,six,english,6,8,2,lang-english_speaker-08_trial-2_digit-6.flac,male,21,182
340,7,seven,english,7,2,1,lang-english_speaker-02_trial-1_digit-7.flac,female,23,158
341,13,drei,german,3,1,3,lang-german_speaker-01_trial-3_digit-3.flac,male,22,195
342,12,zwei,german,2,3,1,lang-german_speaker-03_trial-1_digit-2.flac,female,23,174
343,19,neun,german,9,11,3,lang-german_speaker-11_trial-3_digit-9.flac,female,31,163
344,16,sechs,german,6,2,2,lang-german_speaker-02_trial-2_digit-6.flac,female,23,158
345,4,four,english,4,9,2,lang-english_speaker-09_trial-2_digit-4.flac,male,32,183
346,1,one,english,1,1,1,lang-english_speaker-01_trial-1_digit-1.flac,male,22,195
347,5,five,english,5,8,2,lang-english_speaker-08_trial-2_digit-5.flac,male,21,182
348,9,nine,english,9,2,1,lang-english_speaker-02_trial-1_digit-9.flac,female,23,158
349,16,sechs,german,6,9,2,lang-german_speaker-09_trial-2_digit-6.flac,male,32,183
350,14,vier,german,4,11,3,lang-german_speaker-11_trial-3_digit-4.flac,female,31,163
351,18,acht,german,8,8,0,lang-german_speaker-08_trial-0_digit-8.flac,male,21,182
352,3,three,english,3,7,0,lang-english_speaker-07_trial-0_digit-3.flac,male,56,175
353,12,zwei,german,2,10,1,lang-german_speaker-10_trial-1_digit-2.flac,female,25,160
354,11,eins,german,1,3,1,lang-german_speaker-03_trial-1_digit-1.flac,female,23,174
355,17,sieben,german,7,7,2,lang-german_speaker-07_trial-2_digit-7.flac,male,56,175
356,4,four,english,4,8,2,lang-english_speaker-08_trial-2_digit-4.flac,male,21,182
357,0,zero,english,0,7,1,lang-english_speaker-07_trial-1_digit-0.flac,male,56,175
358,17,sieben,german,7,10,1,lang-german_speaker-10_trial-1_digit-7.flac,female,25,160
359,15,fuenf,german,5,0,0,lang-german_speaker-00_trial-0_digit-5.flac,male,24,180
360,19,neun,german,9,6,1,lang-german_speaker-06_trial-1_digit-9.flac,female,35,163
361,2,two,english,2,10,2,lang-english_speaker-10_trial-2_digit-2.flac,female,25,160
362,9,nine,english,9,0,1,lang-english_speaker-00_trial-1_digit-9.flac,male,24,180
363,3,three,english,3,9,2,lang-english_speaker-09_trial-2_digit-3.flac,male,32,183
364,7,seven,english,7,1,1,lang-english_speaker-01_trial-1_digit-7.flac,male,22,195
365,9,nine,english,9,6,0,lang-english_speaker-06_trial-0_digit-9.flac,female,35,163
366,19,neun,german,9,2,2,lang-german_speaker-02_trial-2_digit-9.flac,female,23,158
367,15,fuenf,german,5,1,3,lang-german_speaker-01_trial-3_digit-5.flac,male,22,195
368,14,vier,german,4,7,2,lang-german_speaker-07_trial-2_digit-4.flac,male,56,175
369,18,acht,german,8,11,3,lang-german_speaker-11_trial-3_digit-8.flac,female,31,163
370,13,drei,german,3,1,3,lang-german_speaker-01_trial-3_digit-3.flac,male,22,195
371,4,four,english,4,1,1,lang-english_speaker-01_trial-1_digit-4.flac,male,22,195
372,4,four,english,4,10,2,lang-english_speaker-10_trial-2_digit-4.flac,female,25,160
373,1,one,english,1,1,1,lang-english_speaker-01_trial-1_digit-1.flac,male,22,195
374,11,eins,german,1,10,1,lang-german_speaker-10_trial-1_digit-1.flac,female,25,160
375,1,one,english,1,7,1,lang-english_speaker-07_trial-1_digit-1.flac,male,56,175
376,18,acht,german,8,9,2,lang-german_speaker-09_trial-2_digit-8.flac,male,32,183
377,14,vier,german,4,10,1,lang-german_speaker-10_trial-1_digit-4.flac,female,25,160
378,8,eight,english,8,10,2,lang-english_speaker-10_trial-2_digit-8.flac,female,25,160
379,6,six,english,6,3,0,lang-english_speaker-03_trial-0_digit-6.flac,female,23,174
380,10,null,german,0,11,4,lang-german_speaker-11_trial-4_digit-0.flac,female,31,163
381,19,neun,german,9,3,1,lang-german_speaker-03_trial-1_digit-9.flac,female,23,174
382,17,sieben,german,7,3,1,lang-german_speaker-03_trial-1_digit-7.flac,female,23,174
383,11,eins,german,1,1,3,lang-german_speaker-01_trial-3_digit-1.flac,male,22,195
384,5,five,english,5,2,1,lang-english_speaker-02_trial-1_digit-5.flac,female,23,158
385,5,five,english,5,8,2,lang-english_speaker-08_trial-2_digit-5.flac,male,21,182
386,16,sechs,german,6,10,1,lang-german_speaker-10_trial-1_digit-6.flac,female,25,160
387,15,fuenf,german,5,11,4,lang-german_speaker-11_trial-4_digit-5.flac,female,31,163
388,14,vier,german,4,1,3,lang-german_speaker-01_trial-3_digit-4.flac,male,22,195
389,2,two,english,2,6,0,lang-english_speaker-06_trial-0_digit-2.flac,female,35,163
390,2,two,english,2,8,2,lang-english_speaker-08_trial-2_digit-2.flac,male,21,182
391,19,neun,german,9,6,1,lang-german_speaker-06_trial-1_digit-9.flac,female,35,163
392,3,three,english,3,7,1,lang-english_speaker-07_trial-1_digit-3.flac,male,56,175
393,17,sieben,german,7,6,1,lang-german_speaker-06_trial-1_digit-7.flac,female,35,163
394,5,five,english,5,1,1,lang-english_speaker-01_trial-1_digit-5.flac,male,22,195
395,1,one,english,1,7,1,lang-english_speaker-07_trial-1_digit-1.flac,male,56,175
396,17,sieben,german,7,7,2,lang-german_speaker-07_trial-2_digit-7.flac,male,56,175
397,6,six,english,6,3,0,lang-english_speaker-03_trial-0_digit-6.flac,female,23,174
398,16,sechs,german,6,10,1,lang-german_speaker-10_trial-1_digit-6.flac,female,25,160
399,10,null,german,0,2,3,lang-german_speaker-02_trial-3_digit-0.flac,female,23,158
400,4,four,english,4,1,1,lang-english_speaker-01_trial-1_digit-4.flac,male,22,195
401,0,zero,english,0,0,2,lang-english_speaker-00_trial-2_digit-0.flac,male,24,180
402,14,vier,german,4,10,1,lang-german_speaker-10_trial-1_digit-4.flac,female,25,160
403,1,one,english,1,0,2,lang-english_speaker-00_trial-2_digit-1.flac,male,24,180
404,0,zero,english,0,9,3,lang-english_speaker-09_trial-3_digit-0.flac,male,32,183
405,2,two,english,2,9,3,lang-english_speaker-09_trial-3_digit-2.flac,male,32,183
406,2,two,english,2,2,1,lang-english_speaker-02_trial-1_digit-2.flac,female,23,158
407,17,sieben,german,7,10,1,lang-german_speaker-10_trial-1_digit-7.flac,female,25,160
408,19,neun,german,9,9,2,lang-german_speaker-09_trial-2_digit-9.flac,male,32,183
409,7,seven,english,7,11,2,lang-english_speaker-11_trial-2_digit-7.flac,female,31,163
410,15,fuenf,german,5,7,2,lang-german_speaker-07_trial-2_digit-5.flac,male,56,175
411,7,seven,english,7,9,3,lang-english_speaker-09_trial-3_digit-7.flac,male,32,183
412,12,zwei,german,2,0,0,lang-german_speaker-00_trial-0_digit-2.flac,male,24,180
413,1,one,english,1,2,2,lang-english_speaker-02_trial-2_digit-1.flac,female,23,158
414,5,five,english,5,9,3,lang-english_speaker-09_trial-3_digit-5.flac,male,32,183
415,14,vier,german,4,11,4,lang-german_speaker-11_trial-4_digit-4.flac,female,31,163
416,15,fuenf,german,5,3,1,lang-german_speaker-03_trial-1_digit-5.flac,female,23,174
417,4,four,english,4,0,2,lang-english_speaker-00_trial-2_digit-4.flac,male,24,180
418,6,six,english,6,1,1,lang-english_speaker-01_trial-1_digit-6.flac,male,22,195
419,10,null,german,0,6,2,lang-german_speaker-06_trial-2_digit-0.flac,female,35,163
420,3,three,english,3,1,1,lang-english_speaker-01_trial-1_digit-3.flac,male,22,195
421,16,sechs,german,6,1,3,lang-german_speaker-01_trial-3_digit-6.flac,male,22,195
422,5,five,english,5,0,2,lang-english_speaker-00_trial-2_digit-5.flac,male,24,180
423,4,four,english,4,8,2,lang-english_speaker-08_trial-2_digit-4.flac,male,21,182
424,15,fuenf,german,5,8,0,lang-german_speaker-08_trial-0_digit-5.flac,male,21,182
425,18,acht,german,8,0,0,lang-german_speaker-00_trial-0_digit-8.flac,male,24,180
426,5,five,english,5,7,1,lang-english_speaker-07_trial-1_digit-5.flac,male,56,175
427,19,neun,german,9,1,3,lang-german_speaker-01_trial-3_digit-9.flac,male,22,195
428,10,null,german,0,7,3,lang-german_speaker-07_trial-3_digit-0.flac,male,56,175
429,11,eins,german,1,7,3,lang-german_speaker-07_trial-3_digit-1.flac,male,56,175
430,16,sechs,german,6,1,3,lang-german_speaker-01_trial-3_digit-6.flac,male,22,195
431,15,fuenf,german,5,0,0,lang-german_speaker-00_trial-0_digit-5.flac,male,24,180
432,4,four,english,4,8,2,lang-english_speaker-08_trial-2_digit-4.flac,male,21,182
433,8,eight,english,8,10,2,lang-english_speaker-10_trial-2_digit-8.flac,female,25,160
434,12,zwei,german,2,10,1,lang-german_speaker-10_trial-1_digit-2.flac,female,25,160
435,15,fuenf,german,5,3,1,lang-german_speaker-03_trial-1_digit-5.flac,female,23,174
436,8,eight,english,8,9,3,lang-english_speaker-09_trial-3_digit-8.flac,male,32,183
437,11,eins,german,1,8,1,lang-german_speaker-08_trial-1_digit-1.flac,male,21,182
438,0,zero,english,0,8,3,lang-english_speaker-08_trial-3_digit-0.flac,male,21,182
439,19,neun,german,9,11,4,lang-german_speaker-11_trial-4_digit-9.flac,female,31,163
440,18,acht,german,8,8,1,lang-german_speaker-08_trial-1_digit-8.flac,male,21,182
441,10,null,german,0,1,4,lang-german_speaker-01_trial-4_digit-0.flac,male,22,195
442,4,four,english,4,2,2,lang-english_speaker-02_trial-2_digit-4.flac,female,23,158
443,3,three,english,3,8,3,lang-english_speaker-08_trial-3_digit-3.flac,male,21,182
444,11,eins,german,1,11,5,lang-german_speaker-11_trial-5_digit-1.flac,female,31,163
445,17,sieben,german,7,11,5,lang-german_speaker-11_trial-5_digit-7.flac,female,31,163
446,12,zwei,german,2,1,4,lang-german_speaker-01_trial-4_digit-2.flac,male,22,195
447,18,acht,german,8,9,2,lang-german_speaker-09_trial-2_digit-8.flac,male,32,183
448,1,one,english,1,8,3,lang-english_speaker-08_trial-3_digit-1.flac,male,21,182
449,1,one,english,1,6,1,lang-english_speaker-06_trial-1_digit-1.flac,female,35,163
450,6,six,english,6,3,0,lang-english_speaker-03_trial-0_digit-6.flac,female,23,174
451,10,null,german,0,10,2,lang-german_speaker-10_trial-2_digit-0.flac,female,25,160
452,15,fuenf,german,5,8,1,lang-german_speaker-08_trial-1_digit-5.flac,male,21,182
453,5,five,english,5,8,3,lang-english_speaker-08_trial-3_digit-5.flac,male,21,182
454,14,vier,german,4,10,2,lang-german_speaker-10_trial-2_digit-4.flac,female,25,160
455,5,five,english,5,0,2,lang-english_speaker-00_trial-2_digit-5.flac,male,24,180
456,19,neun,german,9,1,4,lang-german_speaker-01_trial-4_digit-9.flac,male,22,195
457,0,zero,english,0,0,2,lang-english_speaker-00_trial-2_digit-0.flac,male,24,180
458,0,zero,english,0,7,1,lang-english_speaker-07_trial-1_digit-0.flac,male,56,175
459,9,nine,english,9,10,2,lang-english_speaker-10_trial-2_digit-9.flac,female,25,160
460,11,eins,german,1,8,1,lang-german_speaker-08_trial-1_digit-1.flac,male,21,182
461,19,neun,german,9,11,5,lang-german_speaker-11_trial-5_digit-9.flac,female,31,163
462,10,null,german,0,9,3,lang-german_speaker-09_trial-3_digit-0.flac,male,32,183
463,19,neun,german,9,11,5,lang-german_speaker-11_trial-5_digit-9.flac,female,31,163
464,6,six,english,6,2,2,lang-english_speaker-02_trial-2_digit-6.flac,female,23,158
465,14,vier,german,4,8,1,lang-german_speaker-08_trial-1_digit-4.flac,male,21,182
466,3,three,english,3,11,2,lang-english_speaker-11_trial-2_digit-3.flac,female,31,163
467,7,seven,english,7,9,3,lang-english_speaker-09_trial-3_digit-7.flac,male,32,183
468,9,nine,english,9,6,1,lang-english_speaker-06_trial-1_digit-9.flac,female,35,163
469,1,one,english,1,2,2,lang-english_speaker-02_trial-2_digit-1.flac,female,23,158
470,19,neun,german,9,0,0,lang-german_speaker-00_trial-0_digit-9.flac,male,24,180
471,6,six,english,6,8,3,lang-english_speaker-08_trial-3_digit-6.flac,male,21,182
472,11,eins,german,1,0,1,lang-german_speaker-00_trial-1_digit-1.flac,male,24,180
473,8,eight,english,8,1,1,lang-english_speaker-01_trial-1_digit-8.flac,male,22,195
474,12,zwei,german,2,1,4,lang-german_speaker-01_trial-4_digit-2.flac,male,22,195
475,6,six,english,6,9,3,lang-english_speaker-09_trial-3_digit-6.flac,male,32,183
476,5,five,english,5,6,1,lang-english_speaker-06_trial-1_digit-5.flac,female,35,163
477,13,drei,german,3,0,1,lang-german_speaker-00_trial-1_digit-3.flac,male,24,180
478,6,six,english,6,0,2,lang-english_speaker-00_trial-2_digit-6.flac,male,24,180
479,3,three,english,3,2,2,lang-english_speaker-02_trial-2_digit-3.flac,female,23,158
480,4,four,english,4,11,2,lang-english_speaker-11_trial-2_digit-4.flac,female,31,163
481,11,eins,german,1,2,3,lang-german_speaker-02_trial-3_digit-1.flac,female,23,158
482,1,one,english,1,11,2,lang-english_speaker-11_trial-2_digit-1.flac,female,31,163
483,5,five,english,5,10,2,lang-english_speaker-10_trial-2_digit-5.flac,female,25,160
484,4,four,english,4,6,1,lang-english_speaker-06_trial-1_digit-4.flac,female,35,163
485,1,one,english,1,8,3,lang-english_speaker-08_trial-3_digit-1.flac,male,21,182
486,17,sieben,german,7,2,3,lang-german_speaker-02_trial-3_digit-7.flac,female,23,158
487,10,null,german,0,0,1,lang-german_speaker-00_trial-1_digit-0.flac,male,24,180
488,3,three,english,3,0,2,lang-english_speaker-00_trial-2_digit-3.flac,male,24,180
489,19,neun,german,9,1,4,lang-german_speaker-01_trial-4_digit-9.flac,male,22,195
490,0,zero,english,0,7,1,lang-english_speaker-07_trial-1_digit-0.flac,male,56,175
491,18,acht,german,8,3,1,lang-german_speaker-03_trial-1_digit-8.flac,female,23,174
492,6,six,english,6,6,1,lang-english_speaker-06_trial-1_digit-6.flac,female,35,163
493,0,zero,english,0,2,2,lang-english_speaker-02_trial-2_digit-0.flac,female,23,158
494,0,zero,english,0,2,2,lang-english_speaker-02_trial-2_digit-0.flac,female,23,158
495,4,four,english,4,0,2,lang-english_speaker-00_trial-2_digit-4.flac,male,24,180
496,5,five,english,5,1,1,lang-english_speaker-01_trial-1_digit-5.flac,male,22,195
497,3,three,english,3,1,1,lang-english_speaker-01_trial-1_digit-3.flac,male,22,195
498,12,zwei,german,2,1,4,lang-german_speaker-01_trial-4_digit-2.flac,male,22,195
499,2,two,english,2,1,1,lang-english_speaker-01_trial-1_digit-2.flac,male,22,195
500,2,two,english,2,2,2,lang-english_speaker-02_trial-2_digit-2.flac,female,23,158
501,6,six,english,6,1,1,lang-english_speaker-01_trial-1_digit-6.flac,male,22,195
502,6,six,english,6,7,1,lang-english_speaker-07_trial-1_digit-6.flac,male,56,175
503,12,zwei,german,2,0,1,lang-german_speaker-00_trial-1_digit-2.flac,male,24,180
504,14,vier,german,4,8,1,lang-german_speaker-08_trial-1_digit-4.flac,male,21,182
505,0,zero,english,0,7,1,lang-english_speaker-07_trial-1_digit-0.flac,male,56,175
506,14,vier,german,4,0,1,lang-german_speaker-00_trial-1_digit-4.flac,male,24,180
507,4,four,english,4,10,2,lang-english_speaker-10_trial-2_digit-4.flac,female,25,160
508,1,one,english,1,0,2,lang-english_speaker-00_trial-2_digit-1.flac,male,24,180
509,16,sechs,german,6,0,1,lang-german_speaker-00_trial-1_digit-6.flac,male,24,180
510,5,five,english,5,2,2,lang-english_speaker-02_trial-2_digit-5.flac,female,23,158
511,19,neun,german,9,11,5,lang-german_speaker-11_trial-5_digit-9.flac,female,31,163
512,17,sieben,german,7,2,3,lang-german_speaker-02_trial-3_digit-7.flac,female,23,158
513,9,nine,english,9,7,1,lang-english_speaker-07_trial-1_digit-9.flac,male,56,175
514,0,zero,english,0,10,3,lang-english_speaker-10_trial-3_digit-0.flac,female,25,160
515,12,zwei,german,2,10,2,lang-german_speaker-10_trial-2_digit-2.flac,female,25,160
516,10,null,german,0,11,6,lang-german_speaker-11_trial-6_digit-0.flac,female,31,163
517,9,nine,english,9,0,2,lang-english_speaker-00_trial-2_digit-9.flac,male,24,180
518,17,sieben,german,7,8,1,lang-german_speaker-08_trial-1_digit-7.flac,male,21,182
519,2,two,english,2,6,1,lang-english_speaker-06_trial-1_digit-2.flac,female,35,163
520,18,acht,german,8,2,3,lang-german_speaker-02_trial-3_digit-8.flac,female,23,158
521,6,six,english,6,10,3,lang-english_speaker-10_trial-3_digit-6.flac,female,25,160
522,3,three,english,3,7,1,lang-english_speaker-07_trial-1_digit-3.flac,male,56,175
523,6,six,english,6,1,1,lang-english_speaker-01_trial-1_digit-6.flac,male,22,195
524,1,one,english,1,7,2,lang-english_speaker-07_trial-2_digit-1.flac,male,56,175
525,16,sechs,german,6,10,2,lang-german_speaker-10_trial-2_digit-6.flac,female,25,160
526,14,vier,german,4,3,1,lang-german_speaker-03_trial-1_digit-4.flac,female,23,174
527,13,drei,german,3,6,2,lang-german_speaker-06_trial-2_digit-3.flac,female,35,163
528,3,three,english,3,10,3,lang-english_speaker-10_trial-3_digit-3.flac,female,25,160
529,5,five,english,5,7,2,lang-english_speaker-07_trial-2_digit-5.flac,male,56,175
530,0,zero,english,0,11,3,lang-english_speaker-11_trial-3_digit-0.flac,female,31,163
531,8,eight,english,8,1,1,lang-english_speaker-01_trial-1_digit-8.flac,male,22,195
532,6,six,english,6,3,0,lang-english_speaker-03_trial-0_digit-6.flac,female,23,174
533,5,five,english,5,2,2,lang-english_speaker-02_trial-2_digit-5.flac,female,23,158
534,12,zwei,german,2,1,4,lang-german_speaker-01_trial-4_digit-2.flac,male,22,195
535,12,zwei,german,2,2,3,lang-german_speaker-02_trial-3_digit-2.flac,female,23,158
536,1,one,english,1,7,2,lang-english_speaker-07_trial-2_digit-1.flac,male,56,175
